starRating,Gender_Numeric,Year,cleaned_text,sentiment_score,word_count,avg_word,sentiment_label,sentiment_ml,sentiment
5,2,2019,wonderful,1.0,1,9.0,Positive,2,0
5,2,2021,clean organized uptodate maintenance calm family breakfast lunch well varied without excess require mask restaurant proper alcohol bad point night service dinner snack bar bar restaurant closed 5pm weekday,-0.026666666666666623,29,6.103448275862069,Negative,0,0
5,2,2018,good great service beautiful place,0.7833333333333333,5,6.0,Positive,2,0
5,2,2018,really enjoyed stay campsite ok family everything sooooo clean everything order friendly staff food homemade landscaping beautiful see leave everything yourself nature really nice planning definitely come back,0.39895833333333336,28,6.5,Neutral,1,0
5,2,2020,wonderful place quiet beautiful natural landscape clean chalet thing oven chalet 22 work anyway good food fishing restaurant good want come back often,0.46458333333333335,23,5.565217391304348,Neutral,1,0
5,1,2017,wonderful,1.0,1,9.0,Positive,2,0
4,1,2017,camped childrens day holiday already imagined would full full place completely packed promotion day use increased demand beautiful camping chapu de sol despite huge number people format distribution campsite accommodates many people chalet well spread 4 tent area quite large equipped toilet set quite far apart other far away saw two took drive leaving place 3 swimming pool playground game room court sauna paintball replica indigenous village attraction honestly think could see everything must forgetting thing others worth commenting on like bocce court well detonated still expanding soon fishing lake another pool beautiful service super attentive helpful saw people cleaning camping bathroom night team hired cheer child great downside found restaurant system used said camping huge well distributed hardly idea how many people inside want eat drink something mealtime restaurant quite full queue last long time there point arriving early release serving line there already considerable queue prevents occurrence wild west scene family atmosphere quality food end everyone left satisfied hope big holiday prioritize guest day use otherwise avoid overcrowding like childrens day,0.24658730158730155,173,5.855491329479769,Neutral,1,0
4,1,2018,familiar cozy atmosphere ive going place since childhood looking close nature restaurant infrastructure game room swimming pool interesting option,0.06875,19,6.7368421052631575,Neutral,1,0
3,1,2019,liked place found cheap enter paid 40 reais per person monday end week look like 50 problem lunch good many option boiled meat chicken fillet thing consumption type portion drink cheap still really worth it next time im going rent chalet instead day use see like seems cost 570 weekend,0.2875,50,4.72,Neutral,1,0
5,1,2019,well organized clean place,0.3666666666666667,4,5.75,Neutral,1,0
5,1,2020,nice place,0.6,2,4.5,Positive,2,0
5,1,2017,think simply necessary everyone know sun hat family comfortable space location accommodation,0.2,12,6.75,Neutral,1,0
5,1,2018,top 10,0.5,2,2.5,Neutral,1,0
5,1,2020,good highly recommend,0.43,3,6.333333333333333,Neutral,1,0
4,2,2017,spent holiday camping crowded nice atmosphere,0.25,6,6.666666666666667,Neutral,1,0
5,2,2021,wow fantastic place recommend eye closed family atmosphere great service favorite place,0.34,12,6.333333333333333,Neutral,1,0
4,2,2018,small place good facility family outing,0.22499999999999998,6,5.666666666666667,Neutral,1,0
4,2,2021,loved place first time well organized enjoyed lot family,0.48333333333333334,9,5.333333333333333,Neutral,1,0
4,2,2016,nice nice place simple breakfast,0.39999999999999997,5,5.6,Neutral,1,0
5,2,2022,wonderful place rest family peaceful great structure organization security highly recommend come back several time worth,0.35857142857142854,16,6.5625,Neutral,1,0
4,2,2017,go long holiday weekend recommend it,-0.05,6,5.166666666666667,Negative,0,0
5,2,2020,love heated pool chalet,0.5,4,5.0,Neutral,1,0
5,2,2018,excellent place,1.0,2,7.0,Positive,2,0
5,1,2017,showtop place,0.0,2,6.0,Neutral,1,0
4,1,2019,nice place spend weekend family recommend,0.6,6,6.0,Positive,2,0
4,1,2017,clean organized,0.3666666666666667,2,7.0,Neutral,1,0
4,4,2017,great camping,0.8,2,6.0,Positive,2,0
5,3,2019,say place hotel possibility camping exceptional place festive event spacious place several leisure option great family atmosphere good food sensational fishing spot also indigenous tribe performs public staying there,0.47222222222222227,29,6.482758620689655,Neutral,1,0
5,2,2019,loved intend go back,0.35,4,4.25,Neutral,1,0
5,2,2019,love place highly recommend it,0.33,5,5.2,Neutral,1,0
5,2,2019,beautiful organized familiar clean place,0.5305555555555556,5,7.2,Positive,2,0
2,2,2021,tasty especially child inconvenience 220v take coffee machine aiy frayer electric rice cooker minibar cant use anything still left 2 small child minibar 10000 night apart good,0.11249999999999999,27,5.518518518518518,Neutral,1,0
4,1,2019,spacious well maintained clean place heated pool,0.3666666666666667,7,6.0,Neutral,1,0
5,2,2019,wonderful,1.0,1,9.0,Positive,2,0
5,2,2020,family camping well maintained managed,0.0,5,6.8,Neutral,1,0
4,2,2020,fresh air tranquility wellmade homemade food plenty food good swimming pool,0.5,11,5.909090909090909,Neutral,1,0
5,2,2023,sensational camping swimming pool space restaurant lunch coffee,0.6666666666666666,8,7.0,Positive,2,0
5,2,2019,soooooo good,0.7,2,5.5,Positive,2,0
5,2,2019,wonderful place peace,1.0,3,6.333333333333333,Positive,2,0
5,2,2020,great place spend day familyit incredible experiencecongratulations,0.8500000000000001,7,8.714285714285714,Positive,2,0
5,2,2020,great family environment,0.8,3,7.333333333333333,Positive,2,0
5,2,2021,beautiful place organized good camping area several pool really liked place,0.5375,11,5.909090909090909,Positive,2,0
5,2,2021,great place missed ambient sound waterslide pool general everything pleasant great service good food fair price,0.5976190476190476,16,6.0,Positive,2,0
5,2,2019,best region opinion pleasant well maintained great service,0.8444444444444444,8,6.375,Positive,2,0
5,2,2021,familiar place 4 swimming pool one heated good infrastructure,0.5375,9,5.888888888888889,Positive,2,0
5,2,2021,love going,0.5,2,4.5,Neutral,1,0
5,2,2022,wonderful,1.0,1,9.0,Positive,2,0
5,2,2020,good,0.7,1,4.0,Positive,2,0
2,2,2020,rude reception girl swimming pool game room court bathroom camping area lack maintenance went camping carnival service terrible moment arrived need review rule better guide employee certainly rethink whether return campsite next carnival,-0.16428571428571428,33,6.212121212121212,Negative,0,0
5,2,2023,campsite huge super well structured went holiday even though quite crowded bathroom always clean cabin shower staff respect quiet hour much really make noise even day many bathroom trash can scattered around sink washing dish 220v socket point pool large lot fun whole family bad point complimentary coffee offered restaurant looked like tea mere detail ill resolve next time taking stove put mine on arrive day setting tent dark pretty bad,0.030252100840336152,71,5.211267605633803,Neutral,1,0
5,2,2019,good,0.7,1,4.0,Positive,2,0
5,2,2022,excellent extremely familyfriendly camping chalet breakfast lunch included food excellent ive twice recommend,0.625,13,7.461538461538462,Positive,2,0
5,1,2020,spectacular campsite huge infrastructure several bathroom shower bit pricey worth,0.325,10,7.2,Neutral,1,0
5,3,2020,good,0.7,1,4.0,Positive,2,0
5,2,2020,paradise great,0.8,2,6.5,Positive,2,0
4,2,2023,nice place close nature mini hotel chalet rent camping space trailer parking however frequent camping hygiene pet cat leaving animal business grass collecting them also lot cat rain grass full dew unbearable stench would rule animal price cheap person visit place ugh every year dog cat lot bad smell due animal urine feces,0.10416666666666664,53,5.113207547169812,Neutral,1,0
5,1,2020,me best family camping region clean wellmaintained lot space several pool restaurant several option chalet organized fair price there clutter really familiar space highly recommend,0.37166666666666665,25,6.24,Neutral,1,0
5,1,2018,one best campsite ive ever visited great infrastructure swimming pool 60 meter water slide addition fishing paintball arena super recommend,0.7111111111111111,20,6.0,Positive,2,0
5,1,2021,place respect asd childrenteenagers offer discount kind breakfast cost r2500 per head lunch around r5400 per kg food honest delicious ate lot always employee looking place attraction u heated pool basketball court watching sunset sunrise campsite allows come go stay go plaza itu shopping mall 5 minute away campsite,0.7333333333333334,49,5.469387755102041,Positive,2,0
5,1,2017,good entertained breakfast great delicious,0.8333333333333334,5,7.6,Positive,2,0
5,1,2019,amazing place clean organized excellent camping,0.6555555555555556,6,7.0,Positive,2,0
5,1,2018,loved,0.7,1,5.0,Positive,2,0
5,2,2018,best camping itu excellent infrastructure 5 swimming pool one heated 3 camping area fishing lake paintball area restaurant snack bar electricity tent 220v,1.0,23,5.739130434782608,Positive,2,0
5,2,2018,love camping super clean family friendly great pool quiet peaceful place relax affordable price polite helpful staff,0.375,17,5.882352941176471,Neutral,1,0
5,2,2019,always go based income far best value money region trade maeda example good food affordable price swimming pool wellkept place,0.6,20,5.35,Positive,2,0
4,2,2018,great place lodging chalet swimming pool family child beautiful room fishing area lake great grass room heater wellstructured restaurant lunch will drink place great environment camping,0.8125,26,6.153846153846154,Positive,2,0
4,1,2018,good suitable family track,0.625,4,5.75,Positive,2,0
3,1,2021,terrible shower cold water broken bed 3 star nature,-0.6666666666666666,9,4.777777777777778,Negative,0,0
5,1,2018,wonderful lot fun peace nature family,0.65,6,5.333333333333333,Positive,2,0
5,1,2022,good great service,0.75,3,5.333333333333333,Positive,2,0
5,1,2019,yes great place good accommodation clean familiar environment good service excellent staff mention delicious meal,0.7059523809523809,15,6.6,Positive,2,0
5,1,2018,cool wellmaintained place went camping first time family felt home everything clean nice recreation good food ill back often lighting improve especially swimming pool area toy stair handrail suggested,0.22083333333333333,29,5.931034482758621,Neutral,1,0
5,1,2018,cool camping took day use intend go back camp,0.175,9,4.111111111111111,Neutral,1,0
5,1,2018,good,0.7,1,4.0,Positive,2,0
5,1,2018,stayed weekend chalet everything simple nice excellent value money family love it,0.525,12,5.833333333333333,Positive,2,0
5,1,2018,one best camping experience ive ever had normal heated pool sauna bar restaurant fishing sport court paintball clean bathroom double sheet toilet paper charming cozy chalet ample parking entire gastronomic structure space work 2200 fantastic experience great price,0.31833333333333336,38,5.973684210526316,Neutral,1,0
5,1,2019,best trip life quiet place area tent chalet good infrastructure many swimming pool water slide dominates child breakfast lunch evening snack great age intend return,0.6,25,5.6,Positive,2,0
5,1,2023,showeverything wanted good experience recommend,0.7,5,8.6,Positive,2,0
3,1,2017,quite frequented,0.0,2,7.5,Neutral,1,0
4,3,2018,fishing good good fish great service,0.7333333333333334,6,5.166666666666667,Positive,2,0
5,1,2018,good,0.7,1,4.0,Positive,2,0
4,1,2020,quiet place rest respect lot fun kid peace mind parent however management must rigorous come respecting quiet hour people tent listening music talking loudly 0030,0.1,25,5.52,Neutral,1,0
4,1,2015,spent weekend 2011 holiday campsite fiance food really good also quiet missed better program adultsmost attraction child,0.275,17,6.117647058823529,Neutral,1,0
5,1,2018,great spot good camping fun entertainment team,0.6,7,5.714285714285714,Positive,2,0
4,1,2018,good weekend holiday crowded weekend privacy greater,0.6,7,6.571428571428571,Positive,2,0
5,1,2018,good,0.7,1,4.0,Positive,2,0
5,1,2016,legal,0.2,1,5.0,Neutral,1,0
5,1,2020,good place spend holiday,0.7,4,5.25,Positive,2,0
5,1,2022,wonderful place negative point wish would go back sauna,0.2333333333333333,9,5.222222222222222,Neutral,1,0
5,1,2017,without word worth every penny paid,0.3,6,5.0,Neutral,1,0
5,3,2022,guy sun hat fantastic im already user family volleyball group held fraternization beautiful fantastic day use group loved much reception camping entrance exit pleasant hug dear cidinha who together dbora sergio scheduled everything time reception show show show know miss new year eve sun hat wonderful family fun environment,0.5244107744107744,49,5.653061224489796,Positive,2,0
4,1,2022,cafeteria cashier slow serve thus form giant queue,-0.15000000000000002,8,5.375,Negative,0,0
5,1,2022,complete camping fair price everything well looked after hot shower nearby dishwashing facility also nearby pool transparent waterslide look smooth fast cool zipline fishing spot beautiful really saw guy catching bite went family everyone loved it come back sure,0.4041666666666666,39,5.743589743589744,Neutral,1,0
5,3,2022,great place renew energy nature,0.8,5,5.4,Positive,2,0
5,1,2022,location excellent space camping staying chalet inn four large space camping energy structure bathroom communal kitchen addition restaurant paid separately breakfast paid separately zip line fishing several space rest go camping forget take electric extension tarp insect repellent firewood lamp make space pleasant space named signposted even possible go motorhome trailer that contact campsite restaurant cozy structure ample space good food breakfast lunch,0.19345238095238093,63,6.301587301587301,Neutral,1,0
4,1,2017,good place spend weekend family organized clean employee attentive anyway want come back often,0.3666666666666667,14,5.785714285714286,Neutral,1,0
5,1,2022,excellent place rest enjoy whether family couple,0.7,7,6.0,Positive,2,0
5,1,2022,great place go family guaranteed fun,0.55,6,5.166666666666667,Positive,2,0
5,1,2022,excellent camping,1.0,2,8.0,Positive,2,0
5,1,2017,beautiful place,0.85,2,7.0,Positive,2,0
5,1,2019,nice place clean bathroom good pool,0.5555555555555555,6,5.0,Positive,2,0
5,1,2020,great,0.8,1,5.0,Positive,2,0
5,1,2020,nice place family atmosphere good quantity variety fish lake try meal there,0.6499999999999999,12,5.333333333333333,Positive,2,0
4,1,2016,good friendly service organized place good restaurant spent weekend camping family child able fun lot contact nature,0.4124999999999999,17,5.882352941176471,Neutral,1,0
5,1,2020,great spend family,0.8,3,5.333333333333333,Positive,2,0
5,1,2022,many camping area electric power point throughout area communal kitchen barbecue located strategic location clean restroom family environment receptive staff monitor thing left something desired lighting night make difficult user circulate,0.09166666666666667,31,6.741935483870968,Neutral,1,0
5,1,2021,wonderful,1.0,1,9.0,Positive,2,0
4,1,2021,tidy place great location going chapada tasty barbecue good self service option clean restroom,0.6166666666666666,14,5.785714285714286,Positive,2,0
4,2,2022,love camping criterion sound camper go place quiet,0.3,8,5.375,Neutral,1,0
5,2,2021,wonderful place perfect food coffee ill back soon,0.375,8,5.25,Neutral,1,0
5,2,2018,great place kid great food cheap price,0.6666666666666666,7,4.571428571428571,Positive,2,0
4,2,2022,good place take family rest intend return,0.7,7,5.0,Positive,2,0
5,2,2023,loved stay place beautiful wonderful place excellent disconnect hustle bustle big city connect nature definitely back already recommended people stayed working tomorrowland brasil 2023,0.5916666666666667,24,6.708333333333333,Positive,2,0
5,2,2017,went 2016 came back easter holiday still good stayed chalet 30 simple clean comfortable equipped family leisure recreation attentive staff took uber reception arrived itu bus went chalet foot kind guy took suitcase motorbike door get back nice girl reception gave ride exit grade 10,0.3407407407407408,45,5.288888888888889,Neutral,1,0
5,2,2019,complete many leisure option daughter love it,0.3666666666666667,7,5.571428571428571,Neutral,1,0
5,2,2023,great service clean well maintained place clean pool great place rest,0.5833333333333334,11,5.363636363636363,Positive,2,0
5,2,2022,wonderful like difference level pool there lot hill go down,0.4222222222222222,10,5.0,Neutral,1,0
5,2,2022,excellent spend weekend,1.0,3,7.0,Positive,2,0
5,1,2022,nice camping family enjoyed much good service excellent fishery food note 10,0.7,12,5.416666666666667,Positive,2,0
5,1,2022,easy access good structure spacious camped 2 day problem power supply bathroom always cleanwe stayed quieter area little away pool always busy chaosas today 1122 price ok r 60 entry consumption fishery little saltier eating well leave least around 60 70 2 people worth experience absurdi highly recommend space worth every minute real invested,0.1834848484848485,54,5.37037037037037,Neutral,1,0
5,1,2021,lot place enjoyed lot family,0.5,5,4.8,Neutral,1,0
5,1,2019,lot showprice little high good,0.22416666666666665,5,5.2,Neutral,1,0
4,1,2019,receptiveness fun leisure rest good memory,0.5,6,6.166666666666667,Neutral,1,0
5,1,2022,organized place great structure ideal go child,0.8500000000000001,7,5.714285714285714,Positive,2,0
1,1,2020,let u see campsite made u come back week,0.0,9,3.5555555555555554,Neutral,1,0
1,1,2020,let visit campsite asked come back next day,0.0,8,4.5,Neutral,1,0
5,1,2020,great place rest,0.8,3,4.666666666666667,Positive,2,0
4,1,2018,spent pleasant day enjoyed pool great restaurant service staff,0.48333333333333334,9,6.0,Neutral,1,0
5,2,2022,wonderful place cozy great service,0.5333333333333333,5,6.0,Positive,2,0
5,2,2021,wonderful place good relax wonderful day family,0.9,7,5.857142857142857,Positive,2,0
5,2,2021,wonderful place well maintained reception attentive polite people always come back,0.4666666666666666,11,6.545454545454546,Neutral,1,0
3,2,2020,good camping recreation swimming pool good sauna cleanliness bathroom left lot desired community kitchen size camping enough either camper already bring enough stuff everyday life clean bathroom least campground offer release entrance least 400 pm onwards entering 600 pm setting tent dark cool,0.10606060606060605,43,5.8604651162790695,Neutral,1,0
4,2,2022,place beautiful close center itu delivery apps like ifood reach chalet would like restaurant serve snack portion evening close early order delivery saturday dinner wonderful could included dinner side dish well great pool great recreation bad shower ok,0.40625000000000006,38,5.657894736842105,Neutral,1,0
3,2,2021,wonderful food leisure horrible wooden chalet hot small 10 bad smell,-0.11666666666666664,11,5.2727272727272725,Negative,0,0
2,2,2020,ask information whatsapp number take long time respond often respond within day think disrespectful add respond customer better,0.225,18,6.111111111111111,Neutral,1,0
5,2,2021,note 1000,0.0,2,4.0,Neutral,1,0
5,1,2020,lush nature cozy place great restaurant heated pool good,0.35,9,5.333333333333333,Neutral,1,0
5,1,2019,good rest unwind pleasant place,0.7166666666666666,5,5.4,Positive,2,0
5,3,2020,great place rest,0.8,3,4.666666666666667,Positive,2,0
5,1,2020,place relax rest pure nature,0.21428571428571427,5,4.8,Neutral,1,0
5,1,2020,place good excellent structure family camping,0.85,6,6.666666666666667,Positive,2,0
5,1,2020,delight place perfect pool,1.0,4,5.75,Positive,2,0
5,3,2020,wonderful place family atmosphere love place,0.75,6,6.5,Positive,2,0
5,1,2021,top,0.5,1,3.0,Neutral,1,0
3,2,2021,really liked space lack detail chalet standardized larger others smaller barbecue even pizza oven together others drum say barbecue paying price bathroom chalet stinking extremely dirty drain wall full hair even shower stall bathroom couple u much larger shower stall breakfast ok lunch first day pretty bland second day much better drink separate r30 jug juice found quite abusive fishing area best part found price renting equipment fair pool ok size except heated one tiny even get close always crowded lighting night street could improved car lot pothole almost left part car behind lol recreation girl extremely friendly fun attendant polite improving hygiene making small improvement would definitely recommend everyone,0.2045138888888889,110,5.6,Neutral,1,0
5,2,2020,organized clean harmonious place,0.3666666666666667,4,7.25,Neutral,1,0
4,1,2021,good,0.7,1,4.0,Positive,2,0
4,1,2017,location good near far citythe service also good room great,0.48,10,5.0,Neutral,1,0
5,1,2020,wonderful place heated pool wonderful breakfast family really enjoyed place,0.8333333333333334,10,6.6,Positive,2,0
5,1,2020,wonderful place excellent infrastructure pandemic season good call see there vacancy,0.9,11,6.7272727272727275,Positive,2,0
5,1,2023,great place enjoy family camping option chalet flat recommend,0.3916666666666668,9,5.888888888888889,Neutral,1,0
5,2,2021,wonderful love place,0.75,3,6.0,Positive,2,0
4,1,2021,good,0.7,1,4.0,Positive,2,0
5,1,2023,went really well think review cannibal prank venue spectacular quite fit surroundings everything fine,0.40416666666666673,14,6.285714285714286,Neutral,1,0
5,1,2017,family atmosphere attentive staff always clean changing room recommend it,0.38333333333333336,10,6.4,Neutral,1,0
3,1,2021,place nice food could better found simple expensive many option,0.22000000000000003,10,5.4,Neutral,1,0
5,1,2021,really liked it recommend,0.6,4,5.5,Positive,2,0
4,1,2017,good,0.7,1,4.0,Positive,2,0
3,1,2020,thought place really cool lot people know close city dy use,0.35,11,4.454545454545454,Neutral,1,0
5,1,2021,great,0.8,1,5.0,Positive,2,0
5,1,2017,excellent apartment inn breakfast included excellent quality lunch equally standard quality one best place weekend whether couple whole family,0.64,19,6.526315789473684,Positive,2,0
5,1,2022,great place take kid bathroom always clean family atmosphere,0.5833333333333334,9,5.777777777777778,Positive,2,0
5,1,2018,excellent place,1.0,2,7.0,Positive,2,0
4,4,2021,great environment rest fun whole family,0.43333333333333335,6,5.666666666666667,Neutral,1,0
5,1,2021,great place good value money,0.75,5,4.8,Positive,2,0
5,1,2020,show,0.0,1,4.0,Neutral,1,0
4,1,2017,good,0.7,1,4.0,Positive,2,0
5,1,2021,expensive good infrastructure,0.09999999999999998,3,9.0,Neutral,1,0
1,1,2023,rented chalet tomorrowland addition absurd price charging experience transfer sold u real terror starting first day journey driver took wrong route 4 time went talk him said knew everything city trip supposed take maximum 40min 1hr took 4 hour due turn took traffic increased got halfway walk up way back none bus remained parking lot returned garage told u would parking lot walk 2 hour maeda exit br find bus there bus arrived there arrived yet event ended 2am arrived br 4am bus arrive 6am inn respond u gave u contact detail driver left u hanging one hired bus company,-0.084375,100,4.73,Negative,0,0
5,1,2020,great place green swimming pool water slide sauna two restaurant many chalet 4 large camping area power water near tent camping area bathroom living area one stayed always clean gas shower stayed long holiday activity child every two hour great,0.3163690476190476,40,5.125,Neutral,1,0
5,1,2022,great child anyone want break,0.8,5,5.0,Positive,2,0
5,1,2016,want camp comfortably safely cleanly campsite,0.3666666666666667,6,6.666666666666667,Neutral,1,0
5,1,2018,great space,0.8,2,5.0,Positive,2,0
1,1,2023,terrible service ive sending message whatsapp 3 week trying book 3 day chalet respond promptly respond back time day go without responding respond send message again horrible service,-0.6666666666666666,28,5.535714285714286,Negative,0,0
5,2,2023,wonderful place exceeded expectation,1.0,4,8.25,Positive,2,0
5,2,2023,place paradisiacal beach lover trade beach pool visiting campsite would certainly trade beach trip it spent weekend checking 7pm friday leaving 5pm sunday stayed simple wooden chalet really simple go enjoy fun enough take shower sleep recommend taking repellent cockroach poison found 2 chalet barbecue precarious night barbecue rained cover almost impossible barbecue thank god rain stopped average 1h30m possible quickly lighting horrible found strange stayed chalet 30 surrounding chalet covered including table support thing something have single mattress good double mattress soft mazanino walk bent over can not stand upright ideal child adult struggle even climb stair felt chalet quite abandoned maintenance lot cobweb said going use bathing sleeping deal it food exceptional one best ive ever eaten entire life breakfast lunch included package lunch drink separate expensive total 7 sparkling water juice del valle cost 25 reais shower burned quickly contacting reception fixed even though 9pm night 6 swimming pool one heated meaning even cloudy raining miss trip addition activity game room rappelling sauna sport fishing indian house playground among others swimming pool kind step sit water slide radical child 6 year old thought little dangerous 2 time enough hurt completely dislocated knee im purple brother dad went 20 time everything fine lifeguard despite sign cant take anything consumption pool thats saw most especially alcoholic drink complaint contact via whatsapp horrible sent message several time trying rent even see today take mother cell phone try contact worked since birthday present her stop surprising her addition attentive staff clean restaurant recommend visiting plaza shopping mall 5 minute camping made short video showing little camping tiktok user safiracostta would come back thousand time time would call avoid stress via whatsapp note photo bad lunch took screenshot video,0.020772594752186596,287,5.682926829268292,Neutral,1,0
5,1,2023,spectacular place,0.6,2,8.0,Positive,2,0
5,1,2020,good heated pool relaxing night breakfast varied taste great,0.75,9,5.777777777777778,Positive,2,0
5,2,2023,like place service offered service cleanliness however information website flawed respond whatsapp,-0.5,12,7.25,Negative,0,0
5,2,2019,wonderful,1.0,1,9.0,Positive,2,0
5,2,2021,beautiful pleasant place place eat camp chalet even tent,0.7916666666666666,9,5.333333333333333,Positive,2,0
4,2,2021,excellent rest,1.0,2,6.5,Positive,2,0
5,2,2019,guaranteed fun whole family there even vdd indigenous tribe take student cultural purpose sauna natural eucalyptus aroma eucalyptus tree go check out regret it,0.175,24,5.666666666666667,Neutral,1,0
5,1,2019,show,0.0,1,4.0,Neutral,1,0
3,1,2017,nice tasty place,0.6,3,4.666666666666667,Positive,2,0
4,1,2022,good make one observation television stayed work comply announcedwe certainly back hope happen againtake good care customer must priority,0.4666666666666666,19,6.2631578947368425,Neutral,1,0
2,1,2020,medium camping structure camping bathroom unisex swimming pool common camping chalet apartment day use structure support demand recommend camping especially family child,-0.15,22,6.7272727272727275,Negative,0,0
5,1,2020,quiet location great service,0.4,4,6.25,Neutral,1,0
5,1,2017,pleasant weekend,0.7333333333333333,2,7.5,Positive,2,0
4,1,2023,replace fence top neighborhood used day use allowed far perfect however placing fence sharp wire ground hurt child pet visible danger get ready urgently right tennis court,0.3267857142857143,27,5.37037037037037,Neutral,1,0
5,1,2019,top,0.5,1,3.0,Neutral,1,0
4,1,2022,good restaurant take long time deliver,0.32499999999999996,6,5.5,Neutral,1,0
5,1,2019,good place,0.7,2,4.5,Positive,2,0
4,1,2019,great camping recommend,0.8,3,7.0,Positive,2,0
5,1,2019,good place heated pool delight,0.7,5,5.2,Positive,2,0
5,1,2018,great family experience camping great infrastructure impeccable cleanliness fishery lot fish let go back sure,0.5700000000000001,15,6.333333333333333,Positive,2,0
5,1,2017,great campsite middle nature,0.4,4,6.25,Neutral,1,0
5,1,2023,excellent,1.0,1,9.0,Positive,2,0
5,1,2023,im using camping good nothing better sleep relax even though im using reason city see relaxed people playing football sport nightfall using pool fishing restaurant end infinite leisure offer finally safe observation far hope remains way weekend arrives know always different story,0.36,42,5.690476190476191,Neutral,1,0
5,1,2016,treated respect,0.0,2,7.0,Neutral,1,0
3,1,2023,place good large beautiful beautiful landscape several option restaurant swimming pool playground child sport court well maintained need care fishing stayed camping area found place half abandoned bathroom without much structure communal kitchen also half abandoned least front warehousethere isolated case camper close u disturbed peace others space camp inappropriate attitude camp staff informed even went location next day returned avail take action already left it expected attitude camping part itno further,0.1557823129251701,72,6.138888888888889,Neutral,1,0
5,1,2023,satisfaction every time visit chapu de sol family service organization food pool neat,0.0,13,5.615384615384615,Neutral,1,0
5,1,2020,good place cozy nice pool,0.3666666666666667,5,4.2,Neutral,1,0
5,2,2019,camping excellent structure receptive staff,1.0,5,7.8,Positive,2,0
5,3,2020,cool,0.35,1,4.0,Neutral,1,0
3,2,2020,really liked it place beautiful thing leaf something desired price snack bar fishing restaurant expensive worth going taking food there chalet barbecue facility opening hour short thing open 5pm time everything dark go heated pool open 10pm,0.1375,37,5.513513513513513,Neutral,1,0
2,1,2020,place beautiful good pool including heated one swimming get cold night fishing show fish various specie service one provided reception restaurant everything absurd spend lot eat little mention hypocrisy relation corona virus people crowd together walk around restaurant without mask lick finger go grab food getting coffee without mask already serious thing fishing restaurant one wear mask including attendant treat customer favor 5 pm everything close thing still working heated pool 10 pm day use fishing match day site site thursday free day got closed short bring food bring drink depends whats there spend lot photo portion 40 reais delivered aluminum lunch box,0.03901515151515151,103,5.485436893203883,Neutral,1,0
5,2,2020,wonderful good stayed 2 wonderful day family,0.9,7,5.428571428571429,Positive,2,0
5,2,2019,beautiful place quiet well maintained super familiar second stay praise,0.31166666666666665,10,6.2,Neutral,1,0
5,1,2020,excellent,1.0,1,9.0,Positive,2,0
5,1,2023,start service m cida high spirit yesterday 8923 long holiday busy well organized family atmosphere bathroom always clean heated pool show itself friendly staff entertainment rating 100 manage capture childrens attention lot moving game staff polite restaurant great food fair price quality ample space traveling motor home accepts pet fee separately everything perfect think could lighting camping area tennis court top could better nothing compromise stay chalet everyone raf noticed several user time prof great,0.3732051282051282,75,5.8533333333333335,Neutral,1,0
5,1,2021,good good camper structure,0.7,4,5.75,Positive,2,0
5,1,2019,great,0.8,1,5.0,Positive,2,0
4,1,2020,good,0.7,1,4.0,Positive,2,0
5,1,2017,comping note 10 otumastructureq,0.0,4,7.0,Neutral,1,0
5,1,2018,great place go walk spend holiday family already fourth time ive taken family spend day camping praise last time went group boy next chalet totally uneducated swearing pool pornographic conversation environment full child put plastic chair pool complained left im sure management see happen again super recommend staff note 10,0.1683333333333333,50,5.54,Neutral,1,0
5,3,2020,good food really cool place,0.5249999999999999,5,4.6,Positive,2,0
5,2,2020,perfect place great spend day family,0.9,6,5.166666666666667,Positive,2,0
5,2,2020,nice place family atmosphere,0.6,4,6.25,Positive,2,0
3,2,2022,stayed pousada package christmas excellent room cleaning room change towel pousada paying expensively would obligation service restaurant excellent service helpful cordial employee nice food small swimming pool number people served day use end good impression place sunday christmas stay room eat whats left food got crowded intend stay day use seems like invasion without control ended ruining accommodation period restaurant accommodation id give zero grade,0.36428571428571427,65,6.076923076923077,Neutral,1,0
5,1,2019,great environment good price,0.75,4,6.25,Positive,2,0
4,1,2021,fishing good lot fish much fun,0.5,6,4.166666666666667,Neutral,1,0
5,2,2019,many leisure option good service easy access,0.5444444444444444,7,5.428571428571429,Positive,2,0
4,1,2019,loved staying pousada brand new room,0.41818181818181815,6,5.166666666666667,Neutral,1,0
5,1,2018,always good rest assured new area motorhomes nice,0.47878787878787876,8,5.25,Neutral,1,0
5,3,2019,wonderful unforgettable tour,0.9,3,8.666666666666666,Positive,2,0
5,1,2019,beautiful organized place many family 4 swimming poolslunch 4290kg camper daily rate 4000 beer 600 1000 drinking water taps09282019,0.45,19,5.947368421052632,Neutral,1,0
4,2,2019,loved campsite clean big several pool calm chalet cute price reasonable worth it,0.29583333333333334,13,5.230769230769231,Neutral,1,0
5,2,2019,perfect place relax family,1.0,4,5.75,Positive,2,0
5,2,2019,paradise contact nature,0.0,3,7.0,Neutral,1,0
5,2,2020,cozy place delicious breakfast lunch friendly attentive staff clean organized chalet hot shower great price cant wait go back,0.3739583333333334,19,5.631578947368421,Neutral,1,0
5,2,2017,love placequiet airyperfect camping weekend,0.5,5,7.8,Neutral,1,0
